Durasi Laptop,Penggunaan Medsos di Laptop,Durasi Medsos di Laptop,Social_Media_Youtube di Laptop,Edukasi Youtube di laptop,Durasi Ponsel,Penggunaan Medsos di Ponsel,Durasi Medsos di Ponsel,UKM kampus,Bootcamp,Peringkat SD,Peringkat SMP,Peringkat SMA,Nilai US Matematika,Nilai US Fisika,Nilai US Biologi,Nilai US Kimia,Olimpiade,Olimpiade Local,Ayah Petani/pekebun,Ayah Lainnya,Pendidikan Ayah,Penghasilan Ayah,Ibu Mengurus rumah tangga,Ibu Pegawai negeri sipil,Pendidikan Ibu,Penghasilan Ibu,Programming Skill
0.6973450051167036,1,0.9062205873016955,0,0,0.7529823805594753,1,0.504579779373125,0,1,-0.9624044169130708,0.8887394319759004,0.7529740095811347,0.09949085378967598,-0.16374553376255635,0.11178752109334648,-0.11456158865723717,0,0,0,1,-1.2363602699857374,-1.0343380757166782,0,1,0.5699926463967655,0.8122530086551271,70
-0.2615043769187641,0,-0.6429267680180948,0,0,-0.8857663702495338,1,-0.33527998497819483,0,1,1.070900948256089,0.8887394319759004,-0.2657555327933414,0.09949085378967598,-0.16374553376255635,0.11178752109334648,-0.11456158865723717,0,0,1,0,1.0221173351145625,0.5050003546146137,0,0,1.0435825956196936,0.8122530086551271,42
-0.2615043769187641,1,0.1316469096418004,0,0,-0.06639199484502918,1,-0.33527998497819483,0,0,0.054248265671509116,-0.10398055164397958,-0.2657555327933414,0.09949085378967598,-0.16374553376255635,-1.173768971480139,-0.11456158865723717,0,0,1,0,-0.7846647489656775,-0.2646688605510323,0,1,1.0435825956196936,0.8122530086551271,36
-1.220353758954232,0,-0.6429267680180948,0,0,-0.8857663702495338,1,-0.33527998497819483,1,0,-0.9624044169130708,-0.10398055164397958,0.7529740095811347,0.09949085378967598,-0.16374553376255635,0.11178752109334648,-0.11456158865723717,1,1,1,0,-0.7846647489656775,0.5050003546146137,0,0,-0.850777201272019,0.8122530086551271,56
0.6973450051167036,0,-0.6429267680180948,0,0,0.7529823805594753,1,-0.33527998497819483,1,0,-0.9624044169130708,-0.10398055164397958,-0.2657555327933414,-1.3388626324267816,-0.16374553376255635,-1.173768971480139,-0.11456158865723717,1,1,0,0,1.0221173351145625,0.5050003546146137,0,1,0.5699926463967655,0.8122530086551271,76
-0.2615043769187641,1,1.2935074261316433,1,0,0.7529823805594753,1,0.504579779373125,1,0,-0.9624044169130708,-1.0967005352638595,1.7717035519556108,2.2570210831143624,-0.16374553376255635,2.0401222599535744,-0.11456158865723717,1,1,0,1,-0.7846647489656775,-1.0343380757166782,1,0,-0.850777201272019,-1.3471166360707625,66
-0.2615043769187641,0,-0.6429267680180948,0,0,-1.7051407456540382,1,-1.1751397493295146,1,1,-0.9624044169130708,-1.0967005352638595,-0.2657555327933414,0.09949085378967598,-0.16374553376255635,-1.173768971480139,-0.11456158865723717,1,0,0,0,1.0221173351145625,0.5050003546146137,0,1,1.0435825956196936,0.8122530086551271,62
-0.2615043769187641,0,-0.6429267680180948,0,0,-0.06639199484502918,1,0.504579779373125,1,1,1.070900948256089,-0.10398055164397958,-0.2657555327933414,1.5378443400061335,-0.16374553376255635,0.11178752109334648,-0.11456158865723717,0,0,0,0,1.0221173351145625,1.2746695697802597,0,0,0.5699926463967655,0.8122530086551271,55
-0.2615043769187641,1,0.1316469096418004,1,1,-1.7051407456540382,1,-1.1751397493295146,0,1,-0.9624044169130708,0.8887394319759004,1.7717035519556108,1.5378443400061335,-0.16374553376255635,1.3973440136668318,-0.11456158865723717,0,0,0,0,1.4738128561346224,1.2746695697802597,0,1,1.0435825956196936,1.5320428902304235,39
0.6973450051167036,1,0.1316469096418004,1,1,1.57235675596398,1,1.344439543724445,1,0,1.070900948256089,0.8887394319759004,0.7529740095811347,1.5378443400061335,-0.16374553376255635,0.11178752109334648,-0.11456158865723717,1,1,0,1,-0.7846647489656775,-1.4191726832995013,0,1,1.0435825956196936,0.8122530086551271,64
-0.2615043769187641,1,1.2935074261316433,0,0,0.7529823805594753,1,1.344439543724445,0,0,0.054248265671509116,-1.0967005352638595,-1.2844850751678176,0.09949085378967598,-0.16374553376255635,0.11178752109334648,-0.11456158865723717,0,0,1,0,-0.7846647489656775,0.5050003546146137,0,0,-0.850777201272019,-1.3471166360707625,69
1.6561943871521714,0,-0.6429267680180948,0,0,1.57235675596398,1,-0.33527998497819483,1,1,0.054248265671509116,-1.0967005352638595,-1.2844850751678176,-1.3388626324267816,-0.16374553376255635,0.11178752109334648,-0.11456158865723717,1,1,0,1,1.0221173351145625,-1.0343380757166782,1,0,1.0435825956196936,-0.6273267544954659,64
0.6973450051167036,0,-0.6429267680180948,0,0,1.57235675596398,1,1.344439543724445,1,0,1.070900948256089,1.8814594155957804,-0.2657555327933414,-1.3388626324267816,-0.16374553376255635,0.11178752109334648,-0.11456158865723717,0,0,0,1,-0.7846647489656775,0.5050003546146137,1,0,-0.850777201272019,-1.3471166360707625,62
0.6973450051167036,0,-0.6429267680180948,0,0,1.57235675596398,1,1.764369425900105,0,0,0.054248265671509116,-0.10398055164397958,1.7717035519556108,-1.3388626324267816,-0.16374553376255635,0.11178752109334648,-0.11456158865723717,0,0,0,0,-0.7846647489656775,1.2746695697802597,1,0,-0.850777201272019,-1.3471166360707625,49
-1.220353758954232,0,-0.6429267680180948,0,0,-1.7051407456540382,1,-1.1751397493295146,0,0,0.054248265671509116,-1.0967005352638595,-1.2844850751678176,0.09949085378967598,-0.16374553376255635,0.11178752109334648,-0.11456158865723717,1,1,0,1,1.0221173351145625,-0.2646688605510323,0,1,1.0435825956196936,0.8122530086551271,44
-1.220353758954232,0,-0.6429267680180948,0,0,-0.8857663702495338,1,-1.1751397493295146,0,1,-0.9624044169130708,-0.10398055164397958,-1.2844850751678176,0.09949085378967598,-0.16374553376255635,-1.173768971480139,-0.11456158865723717,1,1,0,0,-0.7846647489656775,0.5050003546146137,0,0,-0.850777201272019,0.8122530086551271,44
-0.2615043769187641,0,-0.6429267680180948,0,0,-0.06639199484502918,1,0.504579779373125,0,0,1.070900948256089,-0.10398055164397958,-0.2657555327933414,0.09949085378967598,-0.16374553376255635,0.11178752109334648,-0.11456158865723717,1,1,0,0,0.5704218140945024,1.2746695697802597,0,1,0.5699926463967655,0.8122530086551271,37
0.6973450051167036,1,1.2935074261316433,1,0,1.57235675596398,1,1.764369425900105,1,1,0.054248265671509116,-0.10398055164397958,2.281068323142849,1.5378443400061335,-0.16374553376255635,1.3973440136668318,-0.11456158865723717,1,1,1,0,-1.6880557910057974,-0.2646688605510323,1,0,-0.850777201272019,-1.3471166360707625,55
1.6561943871521714,1,1.2935074261316433,1,1,1.57235675596398,1,1.344439543724445,0,0,-0.9624044169130708,-0.10398055164397958,-0.2657555327933414,0.09949085378967598,-0.16374553376255635,0.11178752109334648,-0.11456158865723717,1,0,0,0,-0.7846647489656775,0.5050003546146137,0,1,1.0435825956196936,0.8122530086551271,47
-0.2615043769187641,0,-0.6429267680180948,0,0,0.7529823805594753,1,0.504579779373125,0,0,-0.9624044169130708,-1.0967005352638595,-1.2844850751678176,-1.3388626324267816,-0.16374553376255635,0.11178752109334648,-0.11456158865723717,0,0,0,0,1.0221173351145625,0.5050003546146137,0,0,1.0435825956196936,0.09246312707983052,48
0.6973450051167036,1,1.2935074261316433,1,1,1.57235675596398,1,1.764369425900105,0,0,0.054248265671509116,-1.0967005352638595,-0.2657555327933414,0.09949085378967598,-0.16374553376255635,1.3973440136668318,-0.11456158865723717,0,0,0,1,-1.2363602699857374,-1.4191726832995013,0,0,-0.850777201272019,-1.3471166360707625,45
1.6561943871521714,1,1.2935074261316433,1,1,1.57235675596398,1,0.504579779373125,0,0,1.070900948256089,0.8887394319759004,0.7529740095811347,0.09949085378967598,-0.16374553376255635,0.11178752109334648,-0.11456158865723717,0,0,0,1,-1.2363602699857374,-0.2646688605510323,1,0,-0.850777201272019,-1.3471166360707625,75
